"scientificName_original","site","endemic","scientificName_cleaned","genus","species","scientificName_parsed","class","order","valid_AphiaID"
"Plagiotremus rhynorhynchus","Rock Islands Southern Lagoon",,"Plagiotremus rhynorhynchus","Plagiotremus","rhynorhynchus","Plagiotremus rhynorhynchus","Actinopteri","Blenniiformes",219334
"Plagiotremus tapiensoma","Rock Islands Southern Lagoon",,"Plagiotremus tapiensoma","Plagiotremus","tapiensoma","Plagiotremus tapiensoma","Actinopteri","Blenniiformes",219335
"Petroscirtes breviceps","Rock Islands Southern Lagoon",,"Petroscirtes breviceps","Petroscirtes","breviceps","Petroscirtes breviceps","Actinopteri","Blenniiformes",219331
"Petroscirtes mitratus","Rock Islands Southern Lagoon",,"Petroscirtes mitratus","Petroscirtes","mitratus","Petroscirtes mitratus","Actinopteri","Blenniiformes",219329
"Petroscirtes thepasi","Rock Islands Southern Lagoon",,"Petroscirtes thepasi","Petroscirtes","thepasi","Petroscirtes thepasi","Actinopteri","Blenniiformes",279041
"Petroscirtes variabilis","Rock Islands Southern Lagoon",,"Petroscirtes variabilis","Petroscirtes","variabilis","Petroscirtes variabilis","Actinopteri","Blenniiformes",219332
"Petroscirtes xestus","Rock Islands Southern Lagoon",,"Petroscirtes xestus","Petroscirtes","xestus","Petroscirtes xestus","Actinopteri","Blenniiformes",279042
"Xiphasia matsubarai","Rock Islands Southern Lagoon",,"Xiphasia matsubarai","Xiphasia","matsubarai","Xiphasia matsubarai","Actinopteri","Blenniiformes",219344
"Anaora tentaculata","Rock Islands Southern Lagoon",,"Anaora tentaculata","Anaora","tentaculata","Anaora tentaculata","Actinopteri","Callionymiformes",279602
"Callionymus delicatulus","Rock Islands Southern Lagoon",,"Callionymus delicatulus","Callionymus","delicatulus","Callionymus delicatulus","Actinopteri","Callionymiformes",219771
"Callionymus enneactis","Rock Islands Southern Lagoon",,"Callionymus enneactis","Callionymus","enneactis","Callionymus enneactis","Actinopteri","Callionymiformes",273178
"Callionymus simplicicornis","Rock Islands Southern Lagoon",,"Callionymus simplicicornis","Callionymus","simplicicornis","Callionymus simplicicornis","Actinopteri","Callionymiformes",273226
"Diplogrammus goramensis","Rock Islands Southern Lagoon",,"Diplogrammus goramensis","Diplogrammus","goramensis","Diplogrammus goramensis","Actinopteri","Callionymiformes",276334
"Synchiropus laddi","Rock Islands Southern Lagoon",,"Synchiropus laddi","Synchiropus","laddi","Synchiropus laddi","Actinopteri","Callionymiformes",273248
"Synchiropus morrisoni","Rock Islands Southern Lagoon",,"Synchiropus morrisoni","Synchiropus","morrisoni","Synchiropus morrisoni","Actinopteri","Callionymiformes",273251
"Synchiropus ocellatus","Rock Islands Southern Lagoon",,"Synchiropus ocellatus","Synchiropus","ocellatus","Synchiropus ocellatus","Actinopteri","Callionymiformes",315019
"Synchiropus splendidus","Rock Islands Southern Lagoon",,"Synchiropus splendidus","Synchiropus","splendidus","Synchiropus splendidus","Actinopteri","Callionymiformes",273264
"Microdesmidae","Rock Islands Southern Lagoon",,"Microdesmidae",,,,,,
"Gunnellichthys monostigma","Rock Islands Southern Lagoon",,"Gunnellichthys monostigma","Gunnellichthys","monostigma","Gunnellichthys monostigma","Actinopteri","Perciformes",219607
"Gunnellichthys pleurotaenia","Rock Islands Southern Lagoon",,"Gunnellichthys pleurotaenia","Gunnellichthys","pleurotaenia","Gunnellichthys pleurotaenia","Actinopteri","Perciformes",278223
"Paragunnellichthys seychellesnsis","Rock Islands Southern Lagoon",,"Paragunnellichthys seychellesnsis","Paragunnellichthys","seychellesnsis","Paragunnellichthys seychellesnsis","Actinopteri","Perciformes",219613
"Ptereleotris evides","Rock Islands Southern Lagoon",,"Ptereleotris evides","Ptereleotris","evides","Ptereleotris evides","Actinopteri","Perciformes",219622
"Ptereleotris microlepis","Rock Islands Southern Lagoon",,"Ptereleotris microlepis","Ptereleotris","microlepis","Ptereleotris microlepis","Actinopteri","Perciformes",219616
"Nemateleotris decora","Rock Islands Southern Lagoon",,"Nemateleotris decora","Nemateleotris","decora","Nemateleotris decora","Actinopteri","Perciformes",219612
"Nemateleotris helfrichi","Rock Islands Southern Lagoon",,"Nemateleotris helfrichi","Nemateleotris","helfrichi","Nemateleotris helfrichi","Actinopteri","Perciformes",277115
"Nemateleotris magnifica","Rock Islands Southern Lagoon",,"Nemateleotris magnifica","Nemateleotris","magnifica","Nemateleotris magnifica","Actinopteri","Perciformes",219611
"Parioglossus formosus","Rock Islands Southern Lagoon",,"Parioglossus formosus","Parioglossus","formosus","Parioglossus formosus","Actinopteri","Perciformes",278747
"Parioglossus lineatus","Rock Islands Southern Lagoon",,"Parioglossus lineatus","Parioglossus","lineatus","Parioglossus lineatus","Actinopteri","Perciformes",278750
"Parioglossus nudus","Rock Islands Southern Lagoon",,"Parioglossus nudus","Parioglossus","nudus","Parioglossus nudus","Actinopteri","Perciformes",278754
"Parioglossus palustris","Rock Islands Southern Lagoon",,"Parioglossus palustris","Parioglossus","palustris","Parioglossus palustris","Actinopteri","Perciformes",278755
"Parioglossus raifordi","Rock Islands Southern Lagoon",,"Parioglossus raifordi","Parioglossus","raifordi","Parioglossus raifordi","Actinopteri","Perciformes",278757
"Parioglossus taeniatus","Rock Islands Southern Lagoon",,"Parioglossus taeniatus","Parioglossus","taeniatus","Parioglossus taeniatus","Actinopteri","Perciformes",219614
"Amblyeleotris fontaseni","Rock Islands Southern Lagoon",,"Amblyeleotris fontaseni","Amblyeleotris","fontaseni","Amblyeleotris fontaseni","Actinopteri","Gobiiformes",278966
"Amblyeleotris guttata","Rock Islands Southern Lagoon",,"Amblyeleotris guttata","Amblyeleotris","guttata","Amblyeleotris guttata","Actinopteri","Gobiiformes",278967
"Amblyeleotris randalli","Rock Islands Southern Lagoon",,"Amblyeleotris randalli","Amblyeleotris","randalli","Amblyeleotris randalli","Actinopteri","Gobiiformes",278980
"Amblyeleotris steinitzi","Rock Islands Southern Lagoon",,"Amblyeleotris steinitzi","Amblyeleotris","steinitzi","Amblyeleotris steinitzi","Actinopteri","Gobiiformes",209273
"Cryptocentrus cinctus","Rock Islands Southern Lagoon",,"Cryptocentrus cinctus","Cryptocentrus","cinctus","Cryptocentrus cinctus","Actinopteri","Gobiiformes",278326
"Cryptocentrus octafasciatus","Rock Islands Southern Lagoon",,"Cryptocentrus octafasciatus","Cryptocentrus","octafasciatus","Cryptocentrus octafasciatus","Actinopteri","Gobiiformes",219434
"Cryptocentrus singapurensis","Rock Islands Southern Lagoon",,"Cryptocentrus singapurensis","Cryptocentrus","singapurensis","Cryptocentrus singapurensis","Actinopteri","Gobiiformes",278346
"Ctenogobiops aurocingulus","Rock Islands Southern Lagoon",,"Ctenogobiops aurocingulus","Ctenogobiops","aurocingulus","Ctenogobiops aurocingulus","Actinopteri","Gobiiformes",278350
"Vanderhorstia ornatissima","Rock Islands Southern Lagoon",,"Vanderhorstia ornatissima","Vanderhorstia","ornatissima","Vanderhorstia ornatissima","Actinopteri","Gobiiformes",219600
"Amblygobius decussatus","Rock Islands Southern Lagoon",,"Amblygobius decussatus","Amblygobius","decussatus","Amblygobius decussatus","Actinopteri","Gobiiformes",278651
"Amblygobius hectori","Rock Islands Southern Lagoon",,"Amblygobius hectori","Amblygobius","hectori","Amblygobius hectori","Actinopteri","Gobiiformes",344662
"Amblygobius rainfordi","Rock Islands Southern Lagoon",,"Amblygobius rainfordi","Amblygobius","rainfordi","Amblygobius rainfordi","Actinopteri","Gobiiformes",318699
"Oplopomus oplopomus","Rock Islands Southern Lagoon",,"Oplopomus oplopomus","Oplopomus","oplopomus","Oplopomus oplopomus","Actinopteri","Gobiiformes",219523
"Signigobius biocellatus","Rock Islands Southern Lagoon",,"Signigobius biocellatus","Signigobius","biocellatus","Signigobius biocellatus","Actinopteri","Gobiiformes",282790
"Valenciennea muralis","Rock Islands Southern Lagoon",,"Valenciennea muralis","Valenciennea","muralis","Valenciennea muralis","Actinopteri","Gobiiformes",277033
"Valenciennea strigata","Rock Islands Southern Lagoon",,"Valenciennea strigata","Valenciennea","strigata","Valenciennea strigata","Actinopteri","Gobiiformes",219599
"Acentrogobius sp.","Rock Islands Southern Lagoon",,"Acentrogobius sp.",,,,,,
"Bathygobius fuscus fuscus","Rock Islands Southern Lagoon",,"Bathygobius fuscus fuscus","Bathygobius","fuscus","Bathygobius fuscus","Actinopteri","Gobiiformes",209215
"Bryaninops amplus","Rock Islands Southern Lagoon",,"Bryaninops amplus","Bryaninops","amplus","Bryaninops amplus","Actinopteri","Gobiiformes",219392
"Bryaninops youngei","Rock Islands Southern Lagoon",,"Bryaninops youngei","Bryaninops","youngei","Bryaninops youngei","Actinopteri","Gobiiformes",219391
"Callogobius hasselti","Rock Islands Southern Lagoon",,"Callogobius hasselti","Callogobius","hasselti","Callogobius hasselti","Actinopteri","Gobiiformes",278878
"Eviota albolineata","Rock Islands Southern Lagoon",,"Eviota albolineata","Eviota","albolineata","Eviota albolineata","Actinopteri","Gobiiformes",219455
"Eviota cometa","Rock Islands Southern Lagoon",,"Eviota cometa","Eviota","cometa","Eviota cometa","Actinopteri","Gobiiformes",278583
"Eviota distigma","Rock Islands Southern Lagoon",,"Eviota distigma","Eviota","distigma","Eviota distigma","Actinopteri","Gobiiformes",219456
"Eviota fasciola","Rock Islands Southern Lagoon",,"Eviota fasciola","Eviota","fasciola","Eviota fasciola","Actinopteri","Gobiiformes",278587
"Eviota herrei","Rock Islands Southern Lagoon",,"Eviota herrei","Eviota","herrei","Eviota herrei","Actinopteri","Gobiiformes",278588
"Eviota infulata","Rock Islands Southern Lagoon",,"Eviota infulata","Eviota","infulata","Eviota infulata","Actinopteri","Gobiiformes",219458
"Eviota lachdeberei","Rock Islands Southern Lagoon",,"Eviota lachdeberei","Eviota","lachdeberei","Eviota lachdeberei","Actinopteri","Gobiiformes",278593
"Eviota melasma","Rock Islands Southern Lagoon",,"Eviota melasma","Eviota","melasma","Eviota melasma","Actinopteri","Gobiiformes",278596
"Eviota nebulosa","Rock Islands Southern Lagoon",,"Eviota nebulosa","Eviota","nebulosa","Eviota nebulosa","Actinopteri","Gobiiformes",219459
"Eviota prasina","Rock Islands Southern Lagoon",,"Eviota prasina","Eviota","prasina","Eviota prasina","Actinopteri","Gobiiformes",219463
"Eviota punctulata","Rock Islands Southern Lagoon",,"Eviota punctulata","Eviota","punctulata","Eviota punctulata","Actinopteri","Gobiiformes",278603
"Eviota queenslandica","Rock Islands Southern Lagoon",,"Eviota queenslandica","Eviota","queenslandica","Eviota queenslandica","Actinopteri","Gobiiformes",278604
"Eviota saipanensis","Rock Islands Southern Lagoon",,"Eviota saipanensis","Eviota","saipanensis","Eviota saipanensis","Actinopteri","Gobiiformes",278607
"Eviota sparsa","Rock Islands Southern Lagoon",,"Eviota sparsa","Eviota","sparsa","Eviota sparsa","Actinopteri","Gobiiformes",278609
"Eviota storthynx","Rock Islands Southern Lagoon",,"Eviota storthynx","Eviota","storthynx","Eviota storthynx","Actinopteri","Gobiiformes",278611
"Eviota zonura","Rock Islands Southern Lagoon",,"Eviota zonura","Eviota","zonura","Eviota zonura","Actinopteri","Gobiiformes",278613
"Eviota belissimus","Rock Islands Southern Lagoon",,"Eviota belissimus","Eviota","belissimus","Eviota belissimus",,,
"Fusigobius neophytes","Rock Islands Southern Lagoon",,"Fusigobius neophytes","Fusigobius","neophytes","Fusigobius neophytes","Actinopteri","Gobiiformes",219467
"Gladigobius ensifer","Rock Islands Southern Lagoon",,"Gladigobius ensifer","Gladigobius","ensifer","Gladigobius ensifer","Actinopteri","Gobiiformes",219469
"Gnatholepis cauerensis","Rock Islands Southern Lagoon",,"Gnatholepis cauerensis","Gnatholepis","cauerensis","Gnatholepis cauerensis","Actinopteri","Gobiiformes",219476
"Gobiodon albofasciatus","Rock Islands Southern Lagoon",,"Gobiodon albofasciatus","Gobiodon","albofasciatus","Gobiodon albofasciatus","Actinopteri","Gobiiformes",276922
"Gobiodon citrinus","Rock Islands Southern Lagoon",,"Gobiodon citrinus","Gobiodon","citrinus","Gobiodon citrinus","Actinopteri","Gobiiformes",219479
"Gobiodon okinawae","Rock Islands Southern Lagoon",,"Gobiodon okinawae","Gobiodon","okinawae","Gobiodon okinawae","Actinopteri","Gobiiformes",276931
"Gobiodon quinquestrigatus","Rock Islands Southern Lagoon",,"Gobiodon quinquestrigatus","Gobiodon","quinquestrigatus","Gobiodon quinquestrigatus","Actinopteri","Gobiiformes",276933
"Gobiodon rivulatus","Rock Islands Southern Lagoon",,"Gobiodon rivulatus","Gobiodon","rivulatus","Gobiodon rivulatus","Actinopteri","Gobiiformes",219478
"Gobiopsis bravoi","Rock Islands Southern Lagoon",,"Gobiopsis bravoi","Gobiopsis","bravoi","Gobiopsis bravoi","Actinopteri","Gobiiformes",277785
"Istigobius ornatus","Rock Islands Southern Lagoon",,"Istigobius ornatus","Istigobius","ornatus","Istigobius ornatus","Actinopteri","Gobiiformes",219505
"Macrodontogobius wilburi","Rock Islands Southern Lagoon",,"Macrodontogobius wilburi","Macrodontogobius","wilburi","Macrodontogobius wilburi","Actinopteri","Gobiiformes",219511
"Paragobiodon lacunicolus","Rock Islands Southern Lagoon",,"Paragobiodon lacunicolus","Paragobiodon","lacunicolus","Paragobiodon lacunicolus","Actinopteri","Gobiiformes",219536
"Paragobiodon melanosomus","Rock Islands Southern Lagoon",,"Paragobiodon melanosomus","Paragobiodon","melanosomus","Paragobiodon melanosomus","Actinopteri","Gobiiformes",1419150
"Periophthalmus kalolo","Rock Islands Southern Lagoon",,"Periophthalmus kalolo","Periophthalmus","kalolo","Periophthalmus kalolo","Actinopteri","Gobiiformes",209264
"Periopthalmus argentilineatus","Rock Islands Southern Lagoon",,"Periopthalmus argentilineatus","Periopthalmus","argentilineatus","Periopthalmus argentilineatus","Actinopteri","Gobiiformes",209268
"Pleurosicya bilobatus","Rock Islands Southern Lagoon",,"Pleurosicya bilobatus","Pleurosicya","bilobatus","Pleurosicya bilobatus","Actinopteri","Gobiiformes",278436
"Priolepis semidoliata","Rock Islands Southern Lagoon",,"Priolepis semidoliata","Priolepis","semidoliata","Priolepis semidoliata",,,
"Priolepis semidoliata","Rock Islands Southern Lagoon",,"Priolepis semidoliata","Priolepis","semidoliata","Priolepis semidoliata",,,
"Trimma tevegae","Rock Islands Southern Lagoon",,"Trimma tevegae","Trimma","tevegae","Trimma tevegae","Actinopteri","Gobiiformes",278516
"Trimma tevegae","Rock Islands Southern Lagoon",,"Trimma tevegae","Trimma","tevegae","Trimma tevegae","Actinopteri","Gobiiformes",278516
"Bothidae","Rock Islands Southern Lagoon",,"Bothidae",,,,,,
"Bothus mancus","Rock Islands Southern Lagoon",,"Bothus mancus","Bothus","mancus","Bothus mancus","Actinopteri","Pleuronectiformes",219796
"Bothus pantherinus","Rock Islands Southern Lagoon",,"Bothus pantherinus","Bothus","pantherinus","Bothus pantherinus","Actinopteri","Pleuronectiformes",219795
"Soles","Rock Islands Southern Lagoon",,"Soles",,,,,,
"Pardachirus pavoninus","Rock Islands Southern Lagoon",,"Pardachirus pavoninus","Pardachirus","pavoninus","Pardachirus pavoninus","Actinopteri","Pleuronectiformes",278364
"Gempylidae","Rock Islands Southern Lagoon",,"Gempylidae",,,,,,
"Promethichthys Prometheus","Rock Islands Southern Lagoon",,"Promethichthys Prometheus",,,,,,
"Trichiuridae","Rock Islands Southern Lagoon",,"Trichiuridae",,,,,,
"Trichiurus lepturus","Rock Islands Southern Lagoon",,"Trichiurus lepturus","Trichiurus","lepturus","Trichiurus lepturus","Actinopteri","Scombriformes",127089
"Scombridae","Rock Islands Southern Lagoon",,"Scombridae",,,,,,
"Acanthocybium solanderi","Rock Islands Southern Lagoon",,"Acanthocybium solanderi","Acanthocybium","solanderi","Acanthocybium solanderi","Actinopteri","Scombriformes",127014
"Auxis thazard","Rock Islands Southern Lagoon",,"Auxis thazard","Auxis","thazard","Auxis thazard","Actinopteri","Scombriformes",127016
"Euthynnus affinis","Rock Islands Southern Lagoon",,"Euthynnus affinis","Euthynnus","affinis","Euthynnus affinis","Actinopteri","Scombriformes",219708
"Grammatorcynus bicarinatus","Rock Islands Southern Lagoon",,"Grammatorcynus bicarinatus","Grammatorcynus","bicarinatus","Grammatorcynus bicarinatus","Actinopteri","Scombriformes",278433
"Grammatorcynos bilineatus","Rock Islands Southern Lagoon",,"Grammatorcynos bilineatus","Grammatorcynos","bilineatus","Grammatorcynos bilineatus","Actinopteri","Scombriformes",278434
"Gymnosarda unicolor","Rock Islands Southern Lagoon",,"Gymnosarda unicolor","Gymnosarda","unicolor","Gymnosarda unicolor","Actinopteri","Scombriformes",219712
"Katsuwonus pelamis","Rock Islands Southern Lagoon",,"Katsuwonus pelamis","Katsuwonus","pelamis","Katsuwonus pelamis","Actinopteri","Scombriformes",127018
"Rastrelliger kannagurta","Rock Islands Southern Lagoon",,"Rastrelliger kannagurta","Rastrelliger","kannagurta","Rastrelliger kannagurta","Actinopteri","Scombriformes",127020
"Rastrelliger brachysoma","Rock Islands Southern Lagoon",,"Rastrelliger brachysoma","Rastrelliger","brachysoma","Rastrelliger brachysoma","Actinopteri","Scombriformes",273807
"Scomber japonicus","Rock Islands Southern Lagoon",,"Scomber japonicus","Scomber","japonicus","Scomber japonicus","Actinopteri","Scombriformes",127022
"Scomberomus commerson","Rock Islands Southern Lagoon",,"Scomberomus commerson","Scomberomus","commerson","Scomberomus commerson","Actinopteri","Scombriformes",127024
"Thunnus albacares","Rock Islands Southern Lagoon",,"Thunnus albacares","Thunnus","albacares","Thunnus albacares","Actinopteri","Scombriformes",127027
